item,name,description,type,category,subcategory,text,predicted_label_id,predicted_label
http://www.wikidata.org/entity/Q2427430,Northeast Flag Replacement,"Zhang Xueliang's announcement on 29 December 1928 on replacing all banners of the Beiyang government in Manchuria with the flag of the Nationalist government, thus nominally uniting China under one state",concept,History,historical event,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] concept | [SUBCATEGORY] historical event | [NAME] Northeast Flag Replacement | [DESC] Zhang Xueliang's announcement on 29 December 1928 on replacing all banners of the Beiyang government in Manchuria with the flag of the Nationalist government, thus nominally uniting China under one state | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q593887,Council of Government,cabinet of the Monaco government,named entity,politics,government agency,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] named entity | [SUBCATEGORY] government agency | [NAME] Council of Government | [DESC] cabinet of the Monaco government | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q593216,Constantijn Huygens Prize,"series of annually awarded Dutch literary prizes for complete oeuvres, named after the poet Constantijn Huygens.",named entity,Literature,literary award,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] named entity | [SUBCATEGORY] literary award | [NAME] Constantijn Huygens Prize | [DESC] series of annually awarded Dutch literary prizes for complete oeuvres, named after the poet Constantijn Huygens. | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q1323870,El Ateneo Grand Splendid,"former theatre in Buenos Aires, Argentina, now used as a bookshop",named entity,Books,bookstore,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Books | [TYPE] named entity | [SUBCATEGORY] bookstore | [NAME] El Ateneo Grand Splendid | [DESC] former theatre in Buenos Aires, Argentina, now used as a bookshop | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q19088,eukaryote,taxonomic group whose members have a cell nucleus enclosed within a nuclear envelope,concept,Biology,organism,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] concept | [SUBCATEGORY] organism | [NAME] eukaryote | [DESC] taxonomic group whose members have a cell nucleus enclosed within a nuclear envelope | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q252120,Ottoman poetry,oral compositions and written texts of the Ottoman Empire,concept,Literature,poetry,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] concept | [SUBCATEGORY] poetry | [NAME] Ottoman poetry | [DESC] oral compositions and written texts of the Ottoman Empire | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q1307909,ligne claire,drawing style,concept,Visual Arts,art movement,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] concept | [SUBCATEGORY] art movement | [NAME] ligne claire | [DESC] drawing style | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q392409,freediving,underwater diving without the use of breathing apparatus,concept,sports,sport,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] concept | [SUBCATEGORY] sport | [NAME] freediving | [DESC] underwater diving without the use of breathing apparatus | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q24075,Godzilla,1998 film directed by Roland Emmerich,named entity,Films,film,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Films | [TYPE] named entity | [SUBCATEGORY] film | [NAME] Godzilla | [DESC] 1998 film directed by Roland Emmerich | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q461,Internet Archive,American non-profit organization,named entity,History,archive,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] named entity | [SUBCATEGORY] archive | [NAME] Internet Archive | [DESC] American non-profit organization | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q502899,outlier,area of younger rock completely surrounded by older rocks,concept,Geography,mountain,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] concept | [SUBCATEGORY] mountain | [NAME] outlier | [DESC] area of younger rock completely surrounded by older rocks | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q133442,city-state,independent or autonomous entity whose territory consists of a city,concept,Geography,city,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] concept | [SUBCATEGORY] city | [NAME] city-state | [DESC] independent or autonomous entity whose territory consists of a city | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q25243,Betula,genus of plants,concept,Biology,tree,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] concept | [SUBCATEGORY] tree | [NAME] Betula | [DESC] genus of plants | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q352664,adat,customary law in Muslim regions,concept,Gestures and habits,tradition,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Gestures and habits | [TYPE] concept | [SUBCATEGORY] tradition | [NAME] adat | [DESC] customary law in Muslim regions | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q152311,naturism,movement for social nudity,concept,philosophy and religion,philosophical movement,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] concept | [SUBCATEGORY] philosophical movement | [NAME] naturism | [DESC] movement for social nudity | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q42745,Rita Hayworth,American actress (1918–1987),named entity,Fashion,model,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] named entity | [SUBCATEGORY] model | [NAME] Rita Hayworth | [DESC] American actress (1918–1987) | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q616358,Prairie School architecture,architectural style,named entity,architecture,architectural style,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] named entity | [SUBCATEGORY] architectural style | [NAME] Prairie School architecture | [DESC] architectural style | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q390248,myth of origins,myth that purports to describe the origin of some feature of the natural or social world,concept,Literature,literary genre,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] concept | [SUBCATEGORY] literary genre | [NAME] myth of origins | [DESC] myth that purports to describe the origin of some feature of the natural or social world | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q1807465,laufhaus,brothel where sex workers can rent rooms,concept,architecture,building,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] concept | [SUBCATEGORY] building | [NAME] laufhaus | [DESC] brothel where sex workers can rent rooms | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q3080858,wagoto,style of kabuki acting,concept,Films,acting style,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Films | [TYPE] concept | [SUBCATEGORY] acting style | [NAME] wagoto | [DESC] style of kabuki acting | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q125375,consecration,solemn dedication to a special purpose or service,concept,Gestures and habits,ritual,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Gestures and habits | [TYPE] concept | [SUBCATEGORY] ritual | [NAME] consecration | [DESC] solemn dedication to a special purpose or service | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q140676,rediff.com,Indian news and entertainment website,named entity,media,media company,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] named entity | [SUBCATEGORY] media company | [NAME] rediff.com | [DESC] Indian news and entertainment website | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q1297719,French moralist,philosopher or theologian who works in moralism or morality,named entity,philosophy and religion,philosopher,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] named entity | [SUBCATEGORY] philosopher | [NAME] French moralist | [DESC] philosopher or theologian who works in moralism or morality | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q53121,cycling,"riding a bicycle (transportation, sport, exercise, recreation...)",concept,transportation,mode of transport,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] transportation | [TYPE] concept | [SUBCATEGORY] mode of transport | [NAME] cycling | [DESC] riding a bicycle (transportation, sport, exercise, recreation...) | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q507220,DARPA Grand Challenge,prize competition for American autonomous vehicles,named entity,sports,recurring sporting event,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] named entity | [SUBCATEGORY] recurring sporting event | [NAME] DARPA Grand Challenge | [DESC] prize competition for American autonomous vehicles | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q840584,Scouting for Boys,book,named entity,Books,book,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Books | [TYPE] named entity | [SUBCATEGORY] book | [NAME] Scouting for Boys | [DESC] book | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q847906,online magazine,"website-based magazine (different from E-zine, which is sent to the subscribers)",concept,media,magazine,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] concept | [SUBCATEGORY] magazine | [NAME] online magazine | [DESC] website-based magazine (different from E-zine, which is sent to the subscribers) | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q178743,stele,stone or wooden slab erected for funerals or commemorative purposes,concept,History,monument,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] concept | [SUBCATEGORY] monument | [NAME] stele | [DESC] stone or wooden slab erected for funerals or commemorative purposes | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q205543,American Football League All-Time Team,Official list of the American Football League's best players,named entity,sports,sports team,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] named entity | [SUBCATEGORY] sports team | [NAME] American Football League All-Time Team | [DESC] Official list of the American Football League's best players | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q334451,language policy,legal measures regarding the use of language,concept,politics,policy,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] concept | [SUBCATEGORY] policy | [NAME] language policy | [DESC] legal measures regarding the use of language | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q43459,Ferdowsi,"Persian poet, author of Shahnameh",named entity,Literature,poet,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] named entity | [SUBCATEGORY] poet | [NAME] Ferdowsi | [DESC] Persian poet, author of Shahnameh | [WIKI] ",1,cultural representative
http://www.wikidata.org/entity/Q1280834,Bible society,"non-profit organization, usually ecumenical in makeup, devoted to translating, publishing, and distributing the Bible",named entity,Literature,publisher,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] named entity | [SUBCATEGORY] publisher | [NAME] Bible society | [DESC] non-profit organization, usually ecumenical in makeup, devoted to translating, publishing, and distributing the Bible | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q59281,transitional government,temporary or emergency government body/authority created when none exists,named entity,politics,government,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] named entity | [SUBCATEGORY] government | [NAME] transitional government | [DESC] temporary or emergency government body/authority created when none exists | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q1192,Jean-Baptiste Lully,Italian-born French composer (1632–1687),named entity,Performing arts,choreographer,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] named entity | [SUBCATEGORY] choreographer | [NAME] Jean-Baptiste Lully | [DESC] Italian-born French composer (1632–1687) | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q188116,Fourteenth Amendment to the United States Constitution,"1868 amendment addressing citizenship rights, civil and political liberties",named entity,politics,law,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] named entity | [SUBCATEGORY] law | [NAME] Fourteenth Amendment to the United States Constitution | [DESC] 1868 amendment addressing citizenship rights, civil and political liberties | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q6784637,Massie Wireless Station,"historic wireless telegraphy station in Rhode Island, USA",named entity,architecture,construction,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] named entity | [SUBCATEGORY] construction | [NAME] Massie Wireless Station | [DESC] historic wireless telegraphy station in Rhode Island, USA | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q2519376,jewelry designer,one who creates jewelry or designs for its manufacture,concept,Fashion,designer,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] concept | [SUBCATEGORY] designer | [NAME] jewelry designer | [DESC] one who creates jewelry or designs for its manufacture | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q66626,Hornussen,"village and former municipality in Böztal in the canton of Aargau, Switzerland",named entity,Geography,neighborhood,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] named entity | [SUBCATEGORY] neighborhood | [NAME] Hornussen | [DESC] village and former municipality in Böztal in the canton of Aargau, Switzerland | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q665982,Posca,Ancient Roman drink,concept,food,drink,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] concept | [SUBCATEGORY] drink | [NAME] Posca | [DESC] Ancient Roman drink | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q546264,beat music,"popular music genre, influenced by rock and roll, skiffle, traditional pop music; developed in the UK early 1960s",concept,Music,music genre,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] concept | [SUBCATEGORY] music genre | [NAME] beat music | [DESC] popular music genre, influenced by rock and roll, skiffle, traditional pop music; developed in the UK early 1960s | [WIKI] ",1,cultural representative
http://www.wikidata.org/entity/Q495488,forage fish,small fish which are preyed on by larger predators for food,concept,Biology,fish,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] concept | [SUBCATEGORY] fish | [NAME] forage fish | [DESC] small fish which are preyed on by larger predators for food | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q544972,trombonist,musician who plays the trombone,concept,Music,musical profession,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] concept | [SUBCATEGORY] musical profession | [NAME] trombonist | [DESC] musician who plays the trombone | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q693791,koto,traditional dress of women in Suriname,concept,Fashion,traditional costume,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] concept | [SUBCATEGORY] traditional costume | [NAME] koto | [DESC] traditional dress of women in Suriname | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q254118,Holocaust Museum LA,museum,named entity,History,museum,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] named entity | [SUBCATEGORY] museum | [NAME] Holocaust Museum LA | [DESC] museum | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q19090,Robin Hood,1973 American animated film,named entity,Comics and Anime,animated film,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] named entity | [SUBCATEGORY] animated film | [NAME] Robin Hood | [DESC] 1973 American animated film | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q1584013,Yakshagana,traditional theatre form in India,named entity,Performing arts,theatrical genre,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] named entity | [SUBCATEGORY] theatrical genre | [NAME] Yakshagana | [DESC] traditional theatre form in India | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q3275087,Hanaya Yohei,Japanese chef,named entity,food,cook,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] named entity | [SUBCATEGORY] cook | [NAME] Hanaya Yohei | [DESC] Japanese chef | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q53046,Carlo Verdone,"Italian actor, screenwriter and film director",named entity,Films,film director,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Films | [TYPE] named entity | [SUBCATEGORY] film director | [NAME] Carlo Verdone | [DESC] Italian actor, screenwriter and film director | [WIKI] ",1,cultural representative
http://www.wikidata.org/entity/Q767703,breakdancer,person who breakdances,concept,sports,athlete,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] concept | [SUBCATEGORY] athlete | [NAME] breakdancer | [DESC] person who breakdances | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q93189,egg as food,edible animal product,concept,food,ingredient,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] concept | [SUBCATEGORY] ingredient | [NAME] egg as food | [DESC] edible animal product | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q259553,Urania,architectural structure in Vienna,named entity,architecture,architectural structure,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] named entity | [SUBCATEGORY] architectural structure | [NAME] Urania | [DESC] architectural structure in Vienna | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q5276133,digital philosophy,direction in philosophy and cosmology advocated by certain mathematicians and theoretical physicists,named entity,philosophy and religion,philosophy,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] named entity | [SUBCATEGORY] philosophy | [NAME] digital philosophy | [DESC] direction in philosophy and cosmology advocated by certain mathematicians and theoretical physicists | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q239897,Joann Sfar,"French comics artist, graphic novelist, and film director",named entity,Comics and Anime,comics artist,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] named entity | [SUBCATEGORY] comics artist | [NAME] Joann Sfar | [DESC] French comics artist, graphic novelist, and film director | [WIKI] ",1,cultural representative
http://www.wikidata.org/entity/Q181283,adult comics,comic genre,concept,Comics and Anime,comics,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] concept | [SUBCATEGORY] comics | [NAME] adult comics | [DESC] comic genre | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q219423,mural,piece of artwork painted or applied directly on a large permanent surface,concept,Visual Arts,painting,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] concept | [SUBCATEGORY] painting | [NAME] mural | [DESC] piece of artwork painted or applied directly on a large permanent surface | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q864380,biographer,person who creates biographies,concept,Books,non-fiction writer,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Books | [TYPE] concept | [SUBCATEGORY] non-fiction writer | [NAME] biographer | [DESC] person who creates biographies | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q2283231,Light-Life,renewal movement within the Catholic Church,named entity,philosophy and religion,religious movement,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] named entity | [SUBCATEGORY] religious movement | [NAME] Light-Life | [DESC] renewal movement within the Catholic Church | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q183945,record producer,individual who oversees and manages the recording of an artist's music,concept,Music,musician,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] concept | [SUBCATEGORY] musician | [NAME] record producer | [DESC] individual who oversees and manages the recording of an artist's music | [WIKI] ,0,cultural agnostic
